"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","group","ensembl_gene_id","Gene_name"
"ENSG00000081138.14",0.625,0.065,1.131,0.057,0.954,1,"insig","ENSG00000081138","CDH7"
"ENSG00000081148.12",18.044,0.587,0.449,1.308,0.191,1,"insig","ENSG00000081148","IMPG2"
"ENSG00000081154.12",3650.226,-0.092,0.144,-0.641,0.522,1,"insig","ENSG00000081154","PCNP"
"ENSG00000081181.8",53.433,-0.462,0.431,-1.073,0.283,1,"insig","ENSG00000081181","ARG2"
"ENSG00000081277.13",258.307,-1.233,0.892,-1.382,0.167,1,"insig","ENSG00000081277","PKP1"
"ENSG00000081320.11",851.401,-0.375,0.333,-1.125,0.26,1,"insig","ENSG00000081320","STK17B"
"ENSG00000081377.17",1360.315,-0.325,0.42,-0.774,0.439,1,"insig","ENSG00000081377","CDC14B"
"ENSG00000081479.15",46.311,0.562,0.756,0.742,0.458,1,"insig","ENSG00000081479","LRP2"
"ENSG00000081665.14",597.85,0.106,0.282,0.375,0.707,1,"insig","ENSG00000081665","ZNF506"
"ENSG00000081721.12",658.42,0.323,0.255,1.266,0.206,1,"insig","ENSG00000081721","DUSP12"
"ENSG00000081760.17",1660.852,-0.022,0.355,-0.061,0.951,1,"insig","ENSG00000081760","AACS"
"ENSG00000081791.9",2914.279,-0.061,0.177,-0.348,0.728,1,"insig","ENSG00000081791","DELE1"
"ENSG00000081800.9",37.513,2.335,1.013,2.306,0.021,0.646,"insig","ENSG00000081800","SLC13A1"
"ENSG00000081818.4",93.726,0.027,0.527,0.051,0.959,1,"insig","ENSG00000081818","PCDHB4"
"ENSG00000081842.18",23.222,0.271,1.05,0.258,0.797,1,"insig","ENSG00000081842","PCDHA6"
"ENSG00000081853.15",166.093,1.744,0.644,2.707,0.007,0.371,"insig","ENSG00000081853","PCDHGA2"
"ENSG00000081870.12",763.769,0.012,0.233,0.051,0.959,1,"insig","ENSG00000081870","IFT25"
"ENSG00000081913.14",1489.209,0.3,0.394,0.761,0.446,1,"insig","ENSG00000081913","PHLPP1"
"ENSG00000081923.15",2316.152,0.188,0.308,0.611,0.541,1,"insig","ENSG00000081923","ATP8B1"
"ENSG00000082014.17",643.514,0.38,0.417,0.912,0.362,1,"insig","ENSG00000082014","SMARCD3"
"ENSG00000082068.9",994.517,-0.376,0.142,-2.645,0.008,0.397,"insig","ENSG00000082068","WDR70"
"ENSG00000082074.19",545.243,-0.11,0.481,-0.228,0.82,1,"insig","ENSG00000082074","FYB1"
"ENSG00000082126.18",3.612,-0.823,0.522,-1.577,0.115,0.967,"insig","ENSG00000082126","MPP4"
"ENSG00000082146.13",1864.955,-0.287,0.39,-0.736,0.462,1,"insig","ENSG00000082146","STRADB"
"ENSG00000082153.18",4785.386,-0.38,0.264,-1.441,0.149,0.997,"insig","ENSG00000082153","BZW1"
"ENSG00000082196.21",210.401,-0.649,0.453,-1.433,0.152,0.997,"insig","ENSG00000082196","C1QTNF3"
"ENSG00000082212.13",1154.369,-0.1,0.205,-0.485,0.628,1,"insig","ENSG00000082212","ME2"
"ENSG00000082213.18",917.447,-0.37,0.194,-1.905,0.057,0.874,"insig","ENSG00000082213","C5orf22"
"ENSG00000082258.13",1758.137,0.013,0.197,0.068,0.946,1,"insig","ENSG00000082258","CCNT2"
"ENSG00000082269.17",680.674,0.121,0.305,0.398,0.691,1,"insig","ENSG00000082269","FAM135A"
"ENSG00000082293.13",9.636,0.191,0.787,0.243,0.808,1,"insig","ENSG00000082293","COL19A1"
"ENSG00000082458.12",1917.75,-0.078,0.438,-0.178,0.858,1,"insig","ENSG00000082458","DLG3"
"ENSG00000082482.14",97.453,-2.936,0.941,-3.12,0.002,0.184,"insig","ENSG00000082482","KCNK2"
"ENSG00000082497.12",45.285,-0.76,0.534,-1.423,0.155,0.997,"insig","ENSG00000082497","SERTAD4"
"ENSG00000082512.15",1034.847,0.725,0.55,1.32,0.187,1,"insig","ENSG00000082512","TRAF5"
"ENSG00000082515.18",1055.836,-0.028,0.214,-0.13,0.897,1,"insig","ENSG00000082515","MRPL22"
"ENSG00000082516.9",1037.882,0.053,0.185,0.284,0.777,1,"insig","ENSG00000082516","GEMIN5"
"ENSG00000082556.14",1.261,1.857,1.091,1.703,0.089,0.945,"insig","ENSG00000082556","OPRK1"
"ENSG00000082641.16",10490.361,-0.049,0.178,-0.274,0.784,1,"insig","ENSG00000082641","NFE2L1"
"ENSG00000082684.16",236.077,1.055,0.459,2.3,0.021,0.646,"insig","ENSG00000082684","SEMA5B"
"ENSG00000082701.17",2236.83,0.214,0.168,1.273,0.203,1,"insig","ENSG00000082701","GSK3B"
"ENSG00000082781.12",12952.916,0.502,0.343,1.463,0.143,0.997,"insig","ENSG00000082781","ITGB5"
"ENSG00000082929.8",6.88,0.357,0.596,0.599,0.549,1,"insig","ENSG00000082929","LINC01587"
"ENSG00000082996.20",2178.175,0.173,0.164,1.051,0.293,1,"insig","ENSG00000082996","RNF13"
"ENSG00000083099.11",1005.412,-0.336,0.179,-1.875,0.061,0.891,"insig","ENSG00000083099","LYRM2"
"ENSG00000083123.15",1399.136,-0.28,0.58,-0.482,0.63,1,"insig","ENSG00000083123","BCKDHB"
"ENSG00000083168.11",1569.783,0.215,0.178,1.211,0.226,1,"insig","ENSG00000083168","KAT6A"
"ENSG00000083223.18",1639.552,-0.1,0.365,-0.275,0.783,1,"insig","ENSG00000083223","TUT7"
"ENSG00000083290.20",880.742,0.212,0.304,0.696,0.486,1,"insig","ENSG00000083290","ULK2"
"ENSG00000083307.12",1185.663,0.755,0.722,1.046,0.296,1,"insig","ENSG00000083307","GRHL2"
"ENSG00000083444.17",6301.475,-0.429,0.326,-1.317,0.188,1,"insig","ENSG00000083444","PLOD1"
"ENSG00000083457.12",474.319,-0.183,0.257,-0.711,0.477,1,"insig","ENSG00000083457","ITGAE"
"ENSG00000083520.15",1398.713,-0.268,0.215,-1.247,0.213,1,"insig","ENSG00000083520","DIS3"
"ENSG00000083535.16",585.773,-0.124,0.21,-0.592,0.554,1,"insig","ENSG00000083535","PIBF1"
"ENSG00000083544.16",775.619,-0.148,0.206,-0.719,0.472,1,"insig","ENSG00000083544","TDRD3"
"ENSG00000083622.8",6.392,-1.077,0.952,-1.131,0.258,1,"insig","ENSG00000083622","unknown"
"ENSG00000083635.8",266.106,-0.485,0.14,-3.461,0.001,0.125,"insig","ENSG00000083635","NUFIP1"
"ENSG00000083642.19",1182.156,-0.237,0.17,-1.396,0.163,1,"insig","ENSG00000083642","PDS5B"
"ENSG00000083720.13",367.657,-0.396,0.556,-0.712,0.476,1,"insig","ENSG00000083720","OXCT1"
"ENSG00000083750.13",580.381,0.266,0.213,1.246,0.213,1,"insig","ENSG00000083750","RRAGB"
"ENSG00000083782.8",1.53,0.871,0.935,0.932,0.351,1,"insig","ENSG00000083782","EPYC"
"ENSG00000083799.18",1768.343,-0.017,0.248,-0.067,0.946,1,"insig","ENSG00000083799","CYLD"
"ENSG00000083807.10",11654.98,0.221,1.038,0.212,0.832,1,"insig","ENSG00000083807","SLC27A5"
"ENSG00000083814.13",241.305,0.54,0.369,1.462,0.144,0.997,"insig","ENSG00000083814","ZNF671"
"ENSG00000083817.9",164.399,0.201,0.21,0.955,0.34,1,"insig","ENSG00000083817","ZNF416"
"ENSG00000083828.16",327.21,0.255,0.224,1.141,0.254,1,"insig","ENSG00000083828","ZNF586"
"ENSG00000083845.9",22281.935,0.046,0.251,0.184,0.854,1,"insig","ENSG00000083845","RPS5"
"ENSG00000083896.13",2865.306,0.15,0.147,1.019,0.308,1,"insig","ENSG00000083896","YTHDC1"
"ENSG00000083937.10",1590.725,-0.347,0.226,-1.532,0.125,0.972,"insig","ENSG00000083937","CHMP2B"
"ENSG00000084070.12",2973.404,0.514,0.4,1.284,0.199,1,"insig","ENSG00000084070","SMAP2"
"ENSG00000084072.17",1941.928,0.124,0.218,0.57,0.569,1,"insig","ENSG00000084072","PPIE"
"ENSG00000084073.10",3074.55,0.01,0.217,0.048,0.962,1,"insig","ENSG00000084073","ZMPSTE24"
"ENSG00000084092.7",926.02,0.036,0.222,0.162,0.872,1,"insig","ENSG00000084092","NOA1"
"ENSG00000084093.19",1416.512,-0.008,0.171,-0.048,0.962,1,"insig","ENSG00000084093","REST"
"ENSG00000084110.11",3594.029,-0.179,1.07,-0.167,0.867,1,"insig","ENSG00000084110","HAL"
"ENSG00000084112.15",1707.837,0.146,0.198,0.735,0.462,1,"insig","ENSG00000084112","SSH1"
"ENSG00000084207.18",15857.967,-0.691,0.612,-1.128,0.259,1,"insig","ENSG00000084207","GSTP1"
"ENSG00000084234.18",25569.037,0.015,0.268,0.056,0.955,1,"insig","ENSG00000084234","APLP2"
"ENSG00000084444.14",222.353,0.157,0.355,0.444,0.657,1,"insig","ENSG00000084444","FAM234B"
"ENSG00000084463.8",3216.558,0.133,0.122,1.083,0.279,1,"insig","ENSG00000084463","WBP11"
"ENSG00000084623.12",6417.532,-0.267,0.221,-1.208,0.227,1,"insig","ENSG00000084623","EIF3I"
"ENSG00000084628.10",7.742,0.706,0.727,0.97,0.332,1,"insig","ENSG00000084628","NKAIN1"
"ENSG00000084636.18",1901.995,0.208,0.432,0.481,0.63,1,"insig","ENSG00000084636","COL16A1"
"ENSG00000084652.16",3479.003,-0.223,0.201,-1.113,0.266,1,"insig","ENSG00000084652","TXLNA"
"ENSG00000084674.15",111913.914,-0.451,0.943,-0.478,0.633,1,"insig","ENSG00000084674","APOB"
"ENSG00000084693.16",1138.924,-0.298,0.249,-1.197,0.231,1,"insig","ENSG00000084693","AGBL5"
"ENSG00000084710.14",60.01,-1.11,0.417,-2.658,0.008,0.397,"insig","ENSG00000084710","EFR3B"
"ENSG00000084731.15",1131.457,0.326,0.6,0.543,0.587,1,"insig","ENSG00000084731","KIF3C"
"ENSG00000084733.11",5396.597,-0.151,0.226,-0.671,0.502,1,"insig","ENSG00000084733","RAB10"
"ENSG00000084734.9",1954.494,-0.063,0.755,-0.083,0.934,1,"insig","ENSG00000084734","GCKR"
"ENSG00000084754.12",12161.125,0.038,0.248,0.155,0.877,1,"insig","ENSG00000084754","HADHA"
"ENSG00000084764.12",842.87,0.58,0.248,2.339,0.019,0.614,"insig","ENSG00000084764","MAPRE3"
"ENSG00000084774.14",2380.658,-0.218,0.309,-0.707,0.479,1,"insig","ENSG00000084774","CAD"
"ENSG00000085117.12",3112.024,-0.277,0.313,-0.885,0.376,1,"insig","ENSG00000085117","CD82"
"ENSG00000085224.23",2302.865,0.119,0.179,0.665,0.506,1,"insig","ENSG00000085224","ATRX"
"ENSG00000085231.14",503.1,0.287,0.171,1.679,0.093,0.945,"insig","ENSG00000085231","AK6"
"ENSG00000085274.16",569.392,0.192,0.131,1.467,0.142,0.997,"insig","ENSG00000085274","MYNN"
"ENSG00000085276.19",653.739,-0.639,0.518,-1.233,0.218,1,"insig","ENSG00000085276","MECOM"
"ENSG00000085365.18",1431.006,0.36,0.17,2.121,0.034,0.755,"insig","ENSG00000085365","SCAMP1"
"ENSG00000085377.15",1093.019,-0.5,0.256,-1.954,0.051,0.859,"insig","ENSG00000085377","PREP"
"ENSG00000085382.12",238.975,-0.149,0.308,-0.484,0.629,1,"insig","ENSG00000085382","HACE1"
"ENSG00000085415.16",1203.435,-0.007,0.159,-0.046,0.963,1,"insig","ENSG00000085415","SEH1L"
"ENSG00000085449.15",1116.265,-0.248,0.163,-1.517,0.129,0.978,"insig","ENSG00000085449","WDFY1"
"ENSG00000085465.13",380.831,-0.187,0.445,-0.421,0.674,1,"insig","ENSG00000085465","OVGP1"
"ENSG00000085491.17",1099.541,-0.123,0.408,-0.303,0.762,1,"insig","ENSG00000085491","SLC25A24"
"ENSG00000085511.20",898.273,-0.361,0.189,-1.913,0.056,0.87,"insig","ENSG00000085511","MAP3K4"
"ENSG00000085514.16",176.396,0.058,0.322,0.179,0.858,1,"insig","ENSG00000085514","PILRA"
"ENSG00000085563.15",2970.539,-0.946,0.732,-1.293,0.196,1,"insig","ENSG00000085563","ABCB1"
"ENSG00000085662.14",2117.573,-0.042,0.422,-0.1,0.92,1,"insig","ENSG00000085662","AKR1B1"
"ENSG00000085719.13",3808.689,0.011,0.196,0.055,0.956,1,"insig","ENSG00000085719","CPNE3"
"ENSG00000085721.13",1948.68,0.063,0.203,0.309,0.757,1,"insig","ENSG00000085721","RRN3"
"ENSG00000085733.16",10530.759,-0.399,0.28,-1.427,0.153,0.997,"insig","ENSG00000085733","CTTN"
"ENSG00000085760.15",1688.411,-0.135,0.155,-0.872,0.383,1,"insig","ENSG00000085760","MTIF2"
"ENSG00000085788.14",1138.999,0.013,0.199,0.066,0.947,1,"insig","ENSG00000085788","DDHD2"
"ENSG00000085840.13",210.108,-0.345,0.5,-0.689,0.491,1,"insig","ENSG00000085840","ORC1"
"ENSG00000085871.9",3095.21,-0.026,0.424,-0.06,0.952,1,"insig","ENSG00000085871","MGST2"
"ENSG00000085872.15",1063.47,-0.03,0.167,-0.178,0.859,1,"insig","ENSG00000085872","CHERP"
"ENSG00000085978.22",1503.492,-0.036,0.118,-0.301,0.763,1,"insig","ENSG00000085978","ATG16L1"
"ENSG00000085999.13",117.099,-0.205,0.589,-0.348,0.728,1,"insig","ENSG00000085999","RAD54L"
"ENSG00000086061.16",6118.117,-0.529,0.28,-1.887,0.059,0.885,"insig","ENSG00000086061","DNAJA1"
"ENSG00000086062.13",9323.179,-0.015,0.242,-0.063,0.95,1,"insig","ENSG00000086062","B4GALT1"
"ENSG00000086065.14",2597.164,-0.125,0.202,-0.617,0.537,1,"insig","ENSG00000086065","CHMP5"
"ENSG00000086102.19",2030.186,0.095,0.244,0.388,0.698,1,"insig","ENSG00000086102","NFX1"
"ENSG00000086200.17",630.472,0.227,0.122,1.854,0.064,0.901,"insig","ENSG00000086200","IPO11"
"ENSG00000086205.18",552.325,0.261,0.657,0.397,0.691,1,"insig","ENSG00000086205","FOLH1"
"ENSG00000086232.13",7437.972,-0.064,0.166,-0.386,0.699,1,"insig","ENSG00000086232","EIF2AK1"
"ENSG00000086288.12",8.517,0.054,0.389,0.138,0.89,1,"insig","ENSG00000086288","NME8"
"ENSG00000086475.15",2553.742,0.274,0.164,1.672,0.095,0.945,"insig","ENSG00000086475","SEPHS1"
"ENSG00000086506.3",1.385,-0.993,1.001,-0.992,0.321,1,"insig","ENSG00000086506","HBQ1"
"ENSG00000086548.9",3357.798,-0.359,0.895,-0.402,0.688,1,"insig","ENSG00000086548","CEACAM6"
"ENSG00000086589.12",1938,0.075,0.133,0.567,0.571,1,"insig","ENSG00000086589","RBM22"
"ENSG00000086598.11",13105.799,0.019,0.207,0.091,0.927,1,"insig","ENSG00000086598","TMED2"
"ENSG00000086666.19",3420.946,0.057,0.174,0.33,0.741,1,"insig","ENSG00000086666","ZFAND6"
"ENSG00000086696.11",3629.938,0.329,0.587,0.561,0.575,1,"insig","ENSG00000086696","HSD17B2"
"ENSG00000086712.13",852.033,0.072,0.219,0.329,0.742,1,"insig","ENSG00000086712","TXLNG"
"ENSG00000086730.17",1364.568,0.968,0.478,2.023,0.043,0.827,"insig","ENSG00000086730","LAT2"
"ENSG00000086827.9",644.185,-0.134,0.135,-0.992,0.321,1,"insig","ENSG00000086827","ZW10"
"ENSG00000086848.15",225.288,-0.198,0.181,-1.097,0.272,1,"insig","ENSG00000086848","ALG9"
"ENSG00000086967.10",17.411,1.06,0.748,1.416,0.157,0.997,"insig","ENSG00000086967","MYBPC2"
"ENSG00000086991.13",106.481,-0.818,0.541,-1.511,0.131,0.979,"insig","ENSG00000086991","NOX4"
"ENSG00000087008.16",1006.683,-0.14,0.307,-0.456,0.649,1,"insig","ENSG00000087008","ACOX3"
"ENSG00000087053.20",1149.902,-0.037,0.269,-0.137,0.891,1,"insig","ENSG00000087053","MTMR2"
"ENSG00000087076.9",342.167,0.22,0.529,0.417,0.677,1,"insig","ENSG00000087076","HSD17B14"
"ENSG00000087077.14",3662.565,-0.184,0.224,-0.823,0.411,1,"insig","ENSG00000087077","TRIP6"
"ENSG00000087085.16",378.923,2.379,0.526,4.526,0,0.008,"up","ENSG00000087085","ACHE"
"ENSG00000087086.15",153793.743,-0.166,0.48,-0.346,0.729,1,"insig","ENSG00000087086","FTL"
"ENSG00000087087.20",4261.89,-0.042,0.148,-0.287,0.774,1,"insig","ENSG00000087087","SRRT"
"ENSG00000087095.13",1044.139,-0.204,0.152,-1.344,0.179,1,"insig","ENSG00000087095","NLK"
"ENSG00000087128.10",25.183,4.414,1.26,3.502,0,0.115,"insig","ENSG00000087128","TMPRSS11E"
"ENSG00000087157.19",742.194,-0.082,0.185,-0.442,0.658,1,"insig","ENSG00000087157","PGS1"
"ENSG00000087206.17",917.751,0.044,0.165,0.265,0.791,1,"insig","ENSG00000087206","UIMC1"
"ENSG00000087237.12",309.183,0.378,0.666,0.567,0.571,1,"insig","ENSG00000087237","CETP"
"ENSG00000087245.13",3357.549,-0.589,0.423,-1.392,0.164,1,"insig","ENSG00000087245","MMP2"
"ENSG00000087250.9",3.082,0.611,0.937,0.652,0.514,1,"insig","ENSG00000087250","MT3"
"ENSG00000087253.13",462.557,0.006,0.477,0.013,0.99,1,"insig","ENSG00000087253","LPCAT2"
"ENSG00000087258.16",817.245,-0.279,0.827,-0.337,0.736,1,"insig","ENSG00000087258","GNAO1"
"ENSG00000087263.17",1200.213,-0.078,0.159,-0.487,0.626,1,"insig","ENSG00000087263","OGFOD1"
"ENSG00000087266.17",2028.933,-0.189,0.258,-0.734,0.463,1,"insig","ENSG00000087266","SH3BP2"
"ENSG00000087269.16",1156.423,0.112,0.164,0.681,0.496,1,"insig","ENSG00000087269","NOP14"
"ENSG00000087299.12",407.714,-0.12,0.409,-0.294,0.769,1,"insig","ENSG00000087299","L2HGDH"
"ENSG00000087301.9",365.388,0.28,0.314,0.893,0.372,1,"insig","ENSG00000087301","TXNDC16"
"ENSG00000087302.9",3445.095,-0.023,0.172,-0.136,0.892,1,"insig","ENSG00000087302","RTRAF"
"ENSG00000087338.5",1542.37,-0.783,0.278,-2.815,0.005,0.306,"insig","ENSG00000087338","GMCL1"
"ENSG00000087365.16",8502.734,-0.13,0.119,-1.094,0.274,1,"insig","ENSG00000087365","SF3B2"
"ENSG00000087448.11",1477.833,0.243,0.29,0.838,0.402,1,"insig","ENSG00000087448","KLHL42"
"ENSG00000087494.16",562.888,0.977,0.76,1.285,0.199,1,"insig","ENSG00000087494","PTHLH"
"ENSG00000087495.17",86.325,0.902,0.832,1.084,0.278,1,"insig","ENSG00000087495","PHACTR3"
"ENSG00000087510.7",133.889,-0.084,0.785,-0.107,0.915,1,"insig","ENSG00000087510","TFAP2C"
"ENSG00000087586.18",440.092,-0.726,0.407,-1.785,0.074,0.938,"insig","ENSG00000087586","AURKA"
"ENSG00000087842.11",639.252,-0.322,0.413,-0.779,0.436,1,"insig","ENSG00000087842","PIR"
"ENSG00000087903.13",372.356,1.092,0.354,3.085,0.002,0.193,"insig","ENSG00000087903","RFX2"
"ENSG00000087995.16",841.403,-0.14,0.165,-0.852,0.394,1,"insig","ENSG00000087995","METTL2A"
"ENSG00000088002.12",197.855,0.412,0.841,0.49,0.624,1,"insig","ENSG00000088002","SULT2B1"
"ENSG00000088035.18",633.252,0.015,0.22,0.069,0.945,1,"insig","ENSG00000088035","ALG6"
"ENSG00000088053.11",13.008,0.829,0.464,1.787,0.074,0.938,"insig","ENSG00000088053","GP6"
"ENSG00000088179.9",884.683,0.229,0.16,1.43,0.153,0.997,"insig","ENSG00000088179","PTPN4"
"ENSG00000088205.13",2975.3,-0.063,0.144,-0.437,0.662,1,"insig","ENSG00000088205","DDX18"
"ENSG00000088256.9",2223.729,-0.077,0.16,-0.482,0.63,1,"insig","ENSG00000088256","GNA11"
"ENSG00000088298.13",2097.866,0.199,0.167,1.193,0.233,1,"insig","ENSG00000088298","EDEM2"
"ENSG00000088320.4",34.281,0.906,0.502,1.805,0.071,0.925,"insig","ENSG00000088320","REM1"
"ENSG00000088325.16",1295.955,-0.636,0.433,-1.468,0.142,0.997,"insig","ENSG00000088325","TPX2"
"ENSG00000088356.6",942.313,-0.021,0.22,-0.098,0.922,1,"insig","ENSG00000088356","PDRG1"
"ENSG00000088367.23",3330.848,-0.128,0.398,-0.322,0.748,1,"insig","ENSG00000088367","EPB41L1"
"ENSG00000088386.17",2099.761,0.698,0.696,1.003,0.316,1,"insig","ENSG00000088386","SLC15A1"
"ENSG00000088448.14",5288.865,0.238,0.311,0.767,0.443,1,"insig","ENSG00000088448","ANKRD10"
"ENSG00000088451.11",589.608,-0.626,0.328,-1.911,0.056,0.87,"insig","ENSG00000088451","TGDS"
"ENSG00000088538.13",38.369,-0.126,0.533,-0.236,0.813,1,"insig","ENSG00000088538","DOCK3"
"ENSG00000088543.15",216.35,0.204,0.245,0.83,0.407,1,"insig","ENSG00000088543","C3orf18"
"ENSG00000088682.14",2762.216,-0.274,0.283,-0.968,0.333,1,"insig","ENSG00000088682","COQ9"
"ENSG00000088726.16",12.176,0.788,0.935,0.843,0.399,1,"insig","ENSG00000088726","TMEM40"
"ENSG00000088756.13",48.64,0.148,0.433,0.343,0.732,1,"insig","ENSG00000088756","ARHGAP28"
"ENSG00000088766.12",80.552,-0.084,0.296,-0.284,0.777,1,"insig","ENSG00000088766","CRLS1"
"ENSG00000088782.5",0,NA,NA,NA,NA,NA,"insig","ENSG00000088782","DEFB127"
"ENSG00000088808.18",1405.496,-0.098,0.234,-0.417,0.677,1,"insig","ENSG00000088808","PPP1R13B"
"ENSG00000088812.18",5929.492,0.225,0.366,0.614,0.539,1,"insig","ENSG00000088812","ATRN"
"ENSG00000088826.18",1310.279,-0.165,0.418,-0.396,0.692,1,"insig","ENSG00000088826","SMOX"
"ENSG00000088832.18",7056.405,-0.105,0.235,-0.447,0.655,1,"insig","ENSG00000088832","FKBP1A"
"ENSG00000088836.14",425.352,0.291,0.688,0.423,0.672,1,"insig","ENSG00000088836","SLC4A11"
"ENSG00000088876.13",393.981,0.262,0.202,1.3,0.194,1,"insig","ENSG00000088876","ZNF343"
"ENSG00000088882.8",246.508,-0.486,0.507,-0.959,0.338,1,"insig","ENSG00000088882","CPXM1"
"ENSG00000088888.18",3785.77,-0.09,0.226,-0.397,0.691,1,"insig","ENSG00000088888","MAVS"
"ENSG00000088930.8",3547.118,0.016,0.139,0.116,0.908,1,"insig","ENSG00000088930","XRN2"
"ENSG00000088970.16",556.385,0.146,0.215,0.68,0.497,1,"insig","ENSG00000088970","KIZ"
"ENSG00000088986.11",5458.475,-0.269,0.173,-1.558,0.119,0.969,"insig","ENSG00000088986","DYNLL1"
"ENSG00000088992.18",6482.303,-0.257,0.706,-0.364,0.716,1,"insig","ENSG00000088992","TESC"
"ENSG00000089006.17",3207.727,0.033,0.141,0.231,0.818,1,"insig","ENSG00000089006","SNX5"
"ENSG00000089012.14",113.624,-0.898,0.583,-1.541,0.123,0.972,"insig","ENSG00000089012","SIRPG"
"ENSG00000089041.17",142.167,0.693,0.474,1.46,0.144,0.997,"insig","ENSG00000089041","P2RX7"
"ENSG00000089050.16",1355.069,-0.131,0.293,-0.446,0.656,1,"insig","ENSG00000089050","RBBP9"
"ENSG00000089053.13",4631.081,0.109,0.141,0.771,0.441,1,"insig","ENSG00000089053","ANAPC5"
"ENSG00000089057.15",2215.416,-0.056,0.371,-0.15,0.88,1,"insig","ENSG00000089057","SLC23A2"
"ENSG00000089063.15",4128.781,-0.097,0.222,-0.437,0.662,1,"insig","ENSG00000089063","TMEM230"
"ENSG00000089101.19",6.928,-0.48,0.59,-0.813,0.416,1,"insig","ENSG00000089101","CFAP61"
"ENSG00000089116.4",2.101,-2.876,1.329,-2.164,0.03,0.723,"insig","ENSG00000089116","LHX5"
"ENSG00000089123.16",453.965,0.2,0.264,0.757,0.449,1,"insig","ENSG00000089123","TASP1"
"ENSG00000089154.11",4685.532,0.045,0.185,0.245,0.807,1,"insig","ENSG00000089154","GCN1"
"ENSG00000089157.16",63183.946,-0.071,0.275,-0.258,0.797,1,"insig","ENSG00000089157","RPLP0"
"ENSG00000089163.4",70.66,0.462,0.383,1.206,0.228,1,"insig","ENSG00000089163","SIRT4"
"ENSG00000089169.15",3.461,0.172,0.696,0.247,0.805,1,"insig","ENSG00000089169","RPH3A"
"ENSG00000089195.15",768.392,-0.103,0.22,-0.465,0.642,1,"insig","ENSG00000089195","TRMT6"
"ENSG00000089199.10",55.75,0.73,0.741,0.985,0.325,1,"insig","ENSG00000089199","CHGB"
"ENSG00000089220.5",37849.831,0.029,0.508,0.056,0.955,1,"insig","ENSG00000089220","PEBP1"
"ENSG00000089225.20",1.228,2.242,1.386,1.617,0.106,0.952,"insig","ENSG00000089225","TBX5"
"ENSG00000089234.16",891.915,0.032,0.136,0.232,0.816,1,"insig","ENSG00000089234","BRAP"
"ENSG00000089248.7",8743.868,-0.059,0.266,-0.221,0.825,1,"insig","ENSG00000089248","ERP29"
"ENSG00000089280.19",8671.86,0.137,0.196,0.697,0.486,1,"insig","ENSG00000089280","FUS"
"ENSG00000089289.16",2401.303,-0.147,0.259,-0.567,0.57,1,"insig","ENSG00000089289","IGBP1"
"ENSG00000089327.15",4226.794,-0.086,0.451,-0.191,0.848,1,"insig","ENSG00000089327","FXYD5"
"ENSG00000089486.17",1246.855,-0.029,0.419,-0.069,0.945,1,"insig","ENSG00000089486","CDIP1"
"ENSG00000089505.18",30.291,0.176,0.47,0.375,0.708,1,"insig","ENSG00000089505","CMTM1"
"ENSG00000089558.9",31.506,0.813,0.679,1.197,0.231,1,"insig","ENSG00000089558","KCNH4"
"ENSG00000089597.18",17785.126,-0.042,0.181,-0.23,0.818,1,"insig","ENSG00000089597","GANAB"
"ENSG00000089639.11",1058.174,0.255,0.352,0.724,0.469,1,"insig","ENSG00000089639","GMIP"
"ENSG00000089685.15",790.517,-0.658,0.559,-1.177,0.239,1,"insig","ENSG00000089685","BIRC5"
"ENSG00000089692.9",219.307,-0.79,0.57,-1.385,0.166,1,"insig","ENSG00000089692","LAG3"
"ENSG00000089693.11",10795.441,0.018,0.217,0.082,0.934,1,"insig","ENSG00000089693","MLF2"
"ENSG00000089723.10",85.141,0.749,0.414,1.808,0.071,0.922,"insig","ENSG00000089723","OTUB2"
"ENSG00000089775.12",599.344,0.252,0.245,1.028,0.304,1,"insig","ENSG00000089775","ZBTB25"
"ENSG00000089818.18",974.57,0.086,0.16,0.537,0.592,1,"insig","ENSG00000089818","NECAP1"
"ENSG00000089876.12",1283.092,0.33,0.317,1.041,0.298,1,"insig","ENSG00000089876","DHX32"
"ENSG00000089902.10",1183.569,-0.379,0.224,-1.689,0.091,0.945,"insig","ENSG00000089902","RCOR1"
"ENSG00000089916.18",955.606,0.06,0.21,0.287,0.774,1,"insig","ENSG00000089916","GPATCH2L"
"ENSG00000090006.18",4307.658,0.469,0.331,1.417,0.157,0.997,"insig","ENSG00000090006","LTBP4"
"ENSG00000090013.11",4324.475,0.226,0.388,0.581,0.562,1,"insig","ENSG00000090013","BLVRB"
"ENSG00000090020.11",1300.076,0.027,0.344,0.08,0.936,1,"insig","ENSG00000090020","SLC9A1"
"ENSG00000090061.17",151.282,-0.173,0.3,-0.576,0.565,1,"insig","ENSG00000090061","CCNK"
"ENSG00000090097.22",1351.204,-0.065,0.277,-0.236,0.814,1,"insig","ENSG00000090097","PCBP4"
"ENSG00000090104.12",2198.508,0.033,0.459,0.071,0.943,1,"insig","ENSG00000090104","RGS1"
